pos,variable,label,col_type,missing,value_labels
837,ha11_1,Insomnia Early,dbl+lbl,409,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
838,ha12_1,Agitation,dbl+lbl,409,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
839,ha13_1,Hypochondriasis,dbl+lbl,409,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
840,ha14_1,Behaviour at Interview,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
841,ha1_2,Anxious Mood,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
842,ha2_2,Tension,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
843,ha3_2,Fears,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
844,ha4_2,Somatic muscular,dbl+lbl,310,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
845,ha5_2,Somatic sensory,dbl+lbl,311,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
846,ha6_2,Cardiovascular symptoms,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
847,ha7_2,Respiratory symptoms,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
848,ha8_2,Gastrointestinal symptoms,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
849,ha9_2,Genitourinary symptoms,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
850,ha10_2,Autonomic symptoms,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
851,ha11_2,Insomnia Early,dbl+lbl,308,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2, missing = 77)"
852,ha12_2,Agitation,dbl+lbl,307,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4, missing = 77)"
853,ha13_2,Hypochondriasis,dbl+lbl,307,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4, missing = 77)"
854,ha14_2,Behaviour at Interview,dbl+lbl,311,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
855,ha1_3,Anxious Mood,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
856,ha2_3,Tension,dbl+lbl,284,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
857,ha3_3,Fears,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
858,ha4_3,Somatic muscular,dbl+lbl,284,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
859,ha5_3,Somatic sensory,dbl+lbl,284,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
860,ha6_3,Cardiovascular symptoms,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
861,ha7_3,Respiratory symptoms,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
862,ha8_3,Gastrointestinal symptoms,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
863,ha9_3,Genitourinary symptoms,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
864,ha10_3,Autonomic symptoms,dbl+lbl,283,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
865,ha11_3,Insomnia Early,dbl+lbl,283,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
866,ha12_3,Agitation,dbl+lbl,282,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
867,ha13_3,Hypochondriasis,dbl+lbl,284,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
868,ha14_3,Behaviour at Interview,dbl+lbl,288,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
869,ha1_6,Anxious Mood,dbl+lbl,304,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
870,ha2_6,Tension,dbl+lbl,306,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
871,ha3_6,Fears,dbl+lbl,306,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
872,ha4_6,Somatic muscular,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
873,ha5_6,Somatic sensory,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
874,ha6_6,Cardiovascular symptoms,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
875,ha7_6,Respiratory symptoms,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
876,ha8_6,Gastrointestinal symptoms,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
877,ha9_6,Genitourinary symptoms,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
878,ha10_6,Autonomic symptoms,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
879,ha11_6,Insomnia Early,dbl+lbl,306,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
880,ha12_6,Agitation,dbl+lbl,306,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
881,ha13_6,Hypochondriasis,dbl+lbl,306,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
882,ha14_6,Behaviour at Interview,dbl,307,NULL
883,ha1_9,Anxious Mood,dbl+lbl,325,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
884,ha2_9,Tension,dbl+lbl,324,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
885,ha3_9,Fears,dbl+lbl,324,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
886,ha4_9,Somatic muscular,dbl+lbl,326,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
887,ha5_9,Somatic sensory,dbl+lbl,325,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
888,ha6_9,Cardiovascular symptoms,dbl+lbl,326,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
889,ha7_9,Respiratory symptoms,dbl+lbl,325,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
890,ha8_9,Gastrointestinal symptoms,dbl+lbl,325,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
891,ha9_9,Genitourinary symptoms,dbl+lbl,325,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
892,ha10_9,Autonomic symptoms,dbl+lbl,324,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
893,ha11_9,Insomnia Early,dbl+lbl,324,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
894,ha12_9,Agitation,dbl+lbl,324,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
895,ha13_9,Hypochondriasis,dbl+lbl,325,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
896,ha14_9,Behaviour at Interview,dbl+lbl,327,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
897,ha1_12,Anxious Mood,dbl,333,NULL
898,ha2_12,Tension,dbl+lbl,336,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
899,ha3_12,Fears,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
900,ha4_12,Somatic muscular,dbl+lbl,334,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
901,ha5_12,Somatic sensory,dbl+lbl,334,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
902,ha6_12,Cardiovascular symptoms,dbl,334,NULL
903,ha7_12,Respiratory symptoms,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
904,ha8_12,Gastrointestinal symptoms,dbl+lbl,334,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
905,ha9_12,Genitourinary symptoms,dbl+lbl,334,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
906,ha10_12,Autonomic symptoms,dbl,335,NULL
907,ha11_12,Insomnia Early,dbl+lbl,337,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
908,ha12_12,Agitation,dbl+lbl,335,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
909,ha13_12,Hypochondriasis,dbl+lbl,335,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
910,ha14_12,Behaviour at Interview,dbl+lbl,339,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
911,ha1_18,Anxious Mood,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
912,ha2_18,Tension,dbl+lbl,361,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
913,ha3_18,Fears,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
914,ha4_18,Somatic muscular,dbl+lbl,359,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
915,ha5_18,Somatic sensory,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
916,ha6_18,Cardiovascular symptoms,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
917,ha7_18,Respiratory symptoms,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
918,ha8_18,Gastrointestinal symptoms,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
919,ha9_18,Genitourinary symptoms,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
920,ha10_18,Autonomic symptoms,dbl+lbl,358,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
921,ha11_18,Insomnia Early,dbl+lbl,359,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
922,ha12_18,Agitation,dbl+lbl,358,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
923,ha13_18,Hypochondriasis,dbl+lbl,358,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
924,ha14_18,Behaviour at Interview,dbl+lbl,362,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
925,ha1_24,Anxious Mood,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
926,ha2_24,Tension,dbl+lbl,415,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
927,ha3_24,Fears,dbl+lbl,415,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
928,ha4_24,Somatic muscular,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
929,ha5_24,Somatic sensory,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
930,ha6_24,Cardiovascular symptoms,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
931,ha7_24,Respiratory symptoms,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
932,ha8_24,Gastrointestinal symptoms,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
933,ha9_24,Genitourinary symptoms,dbl+lbl,415,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
934,ha10_24,Autonomic symptoms,dbl+lbl,414,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
935,ha11_24,Insomnia Early,dbl+lbl,415,"c(`no difficulty falling asleep` = 0, `complains of occasional difficulty falling asleep` = 1, `complains of nightly difficulty falling asleep` = 2)"
936,ha12_24,Agitation,dbl+lbl,416,"c(none = 0, fidgetiness = 1, `playing with hands, hair, etc.` = 2, `moving about, can't sit still` = 3, `hand wringing, nail biting, hair pulling, biting of lips` = 4)"
937,ha13_24,Hypochondriasis,dbl+lbl,414,"c(`not present` = 0, `self abosrption (bodily)` = 1, `preocupation with health` = 2, `frequent complaints, request for help, etc.` = 3, `hypochondriacal delusion` = 4)"
938,ha14_24,Behaviour at Interview,dbl+lbl,419,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
939,cd1_0,Depressed Mood,dbl+lbl,99,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
940,cd2_0,Hopelessness,dbl+lbl,101,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
941,cd3_0,Self Depreciation,dbl+lbl,99,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
942,cd4_0,Guilty Ideas of Reference,dbl+lbl,100,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
943,cd5_0,Pathological Guilt,dbl+lbl,98,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
944,cd6_0,Morning Depression,dbl+lbl,102,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
945,cd7_0,Early Wakening,dbl+lbl,101,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
946,cd8_0,NA,dbl,98,NULL
947,cd9_0,Observed Depression,dbl+lbl,101,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
948,cd1_1,Depressed Mood,dbl+lbl,406,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
949,cd2_1,Hopelessness,dbl+lbl,408,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
950,cd3_1,Self Depreciation,dbl+lbl,408,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
951,cd4_1,Guilty Ideas of Reference,dbl+lbl,407,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
952,cd5_1,Pathological Guilt,dbl+lbl,408,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
953,cd6_1,Morning Depression,dbl+lbl,408,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
954,cd7_1,Early Wakening,dbl+lbl,408,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
955,cd8_1,Suicide,dbl+lbl,406,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
956,cd9_1,Observed Depression,dbl+lbl,406,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
957,cd1_2,Depressed Mood,dbl+lbl,306,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
958,cd2_2,Hopelessness,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
959,cd3_2,Self Depreciation,dbl+lbl,306,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
960,cd4_2,Guilty Ideas of Reference,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
961,cd5_2,Pathological Guilt,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
962,cd6_2,Morning Depression,dbl+lbl,310,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
963,cd7_2,Early Wakening,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
964,cd8_2,Suicide,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
965,cd9_2,Observed Depression,dbl+lbl,308,"c(absent = 0, mild = 1, moderate = 2, severe = 3, missing = 77)"
966,cd1_3,Depressed Mood,dbl+lbl,203,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
967,cd2_3,Hopelessness,dbl+lbl,204,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
968,cd3_3,Self Depreciation,dbl+lbl,204,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
969,cd4_3,Guilty Ideas of Reference,dbl+lbl,203,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
970,cd5_3,Pathological Guilt,dbl+lbl,203,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
971,cd6_3,Morning Depression,dbl+lbl,205,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
972,cd7_3,Early Wakening,dbl+lbl,205,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
973,cd8_3,Suicide,dbl+lbl,203,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
974,cd9_3,Observed Depression,dbl+lbl,207,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
975,cd1_6,Depressed Mood,dbl+lbl,245,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
976,cd2_6,Hopelessness,dbl+lbl,246,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
977,cd3_6,Self Depreciation,dbl+lbl,248,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
978,cd4_6,Guilty Ideas of Reference,dbl+lbl,246,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
979,cd5_6,Pathological Guilt,dbl+lbl,246,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
980,cd6_6,Morning Depression,dbl+lbl,247,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
981,cd7_6,Early Wakening,dbl,246,NULL
982,cd8_6,Suicide,dbl+lbl,247,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
983,cd9_6,Observed Depression,dbl+lbl,248,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
984,cd1_9,Depressed Mood,dbl+lbl,320,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
985,cd2_9,Hopelessness,dbl+lbl,320,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
986,cd3_9,Self Depreciation,dbl+lbl,320,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
987,cd4_9,Guilty Ideas of Reference,dbl+lbl,320,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
988,cd5_9,Pathological Guilt,dbl+lbl,320,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
989,cd6_9,Morning Depression,dbl+lbl,321,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
990,cd7_9,Early Wakening,dbl+lbl,321,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
991,cd8_9,Suicide,dbl+lbl,320,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
992,cd9_9,Observed Depression,dbl+lbl,321,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
993,cd1_12,Depressed Mood,dbl+lbl,304,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
994,cd2_12,Hopelessness,dbl+lbl,305,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
995,cd3_12,Self Depreciation,dbl+lbl,306,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
996,cd4_12,Guilty Ideas of Reference,dbl+lbl,304,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
997,cd5_12,Pathological Guilt,dbl+lbl,304,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
998,cd6_12,Morning Depression,dbl+lbl,306,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
999,cd7_12,Early Wakening,dbl+lbl,305,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1000,cd8_12,Suicide,dbl+lbl,304,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1001,cd9_12,Observed Depression,dbl+lbl,307,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1002,cd1_18,Depressed Mood,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1003,cd2_18,Hopelessness,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1004,cd3_18,Self Depreciation,dbl+lbl,336,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1005,cd4_18,Guilty Ideas of Reference,dbl+lbl,336,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1006,cd5_18,Pathological Guilt,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1007,cd6_18,Morning Depression,dbl+lbl,336,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1008,cd7_18,Early Wakening,dbl+lbl,337,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1009,cd8_18,Suicide,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1010,cd9_18,Observed Depression,dbl+lbl,335,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1011,cd1_24,Depressed Mood,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1012,cd2_24,Hopelessness,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1013,cd3_24,Self Depreciation,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1014,cd4_24,Guilty Ideas of Reference,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1015,cd5_24,Pathological Guilt,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1016,cd6_24,Morning Depression,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1017,cd7_24,Early Wakening,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1018,cd8_24,Suicide,dbl+lbl,410,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1019,cd9_24,Observed Depression,dbl+lbl,412,"c(absent = 0, mild = 1, moderate = 2, severe = 3)"
1020,ymrs1_0,Elevated Mood,dbl+lbl,212,"c(absent = 0, `midly or possibly increased on questionning` = 1, `definite subjective elevation; optimistic, self-confident...` = 2, `elevated, inappropriate to content; humorous` = 3, `euphoric; innapropriate laughter; singing` = 4)"
1021,ymrs2_0,Increased Motor Activity Energy,dbl+lbl,212,"c(absent = 0, `subjectively increased` = 1, `animated; guestures increased` = 2, `excessive energy; hyperactive at times; restless...` = 3, `moter excitement; continuous hyperactivity -cannot be calmed` = 4)"
1022,ymrs3_0,Sexual Interest,dbl+lbl,211,"c(`normal; not increased` = 0, `midly or possibly increased` = 1, `definite subjective increased on questioning` = 2, `spontaneous sexual content; elaborates on sexual matters...` = 3, `overt sexual acts (toward patients, staff, or interviwer)` = 4)"
1023,ymrs4_0,Sleep,dbl+lbl,214,"c(`reports no decrease in sleep` = 0, `sleeping less than nomral amount by up to one hour` = 1, `sleeping less than normal by more than one hour` = 2, `reports decreased need for sleep` = 3, `denies need for sleep` = 4)"
